BOOK_ID,IMAGE_ID,BOOK_PATH
BK056,3,https://cdn0.fahasa.com/media/flashmagazine/images/page_images/the_bfg/2023_09_27_16_14_05_2-390x510.jpg
BK056,4,https://cdn0.fahasa.com/media/flashmagazine/images/page_images/the_bfg/2023_09_27_16_14_05_3-390x510.jpg
BK056,5,https://cdn0.fahasa.com/media/flashmagazine/images/page_images/the_bfg/2023_09_27_16_14_05_4-390x510.jpg
BK056,6,https://cdn0.fahasa.com/media/flashmagazine/images/page_images/the_bfg/2023_09_27_16_14_05_5-390x510.jpg
BK056,7,https://cdn0.fahasa.com/media/flashmagazine/images/page_images/the_bfg/2023_09_27_16_14_05_6-390x510.jpg
BK057,1,https://cdn0.fahasa.com/media/catalog/product/9/7/9780316013697_11.jpg
BK057,2,https://cdn0.fahasa.com/media/flashmagazine/images/page_images/the_absolutely_true_diary_of_a_part_time_indian/2022_10_17_09_03_48_1-390x510.jpg
BK057,3,https://cdn0.fahasa.com/media/flashmagazine/images/page_images/the_absolutely_true_diary_of_a_part_time_indian/2022_10_17_09_03_48_2-390x510.jpg
BK057,4,https://cdn0.fahasa.com/media/flashmagazine/images/page_images/the_absolutely_true_diary_of_a_part_time_indian/2022_10_17_09_03_48_3-390x510.jpg
BK057,5,https://cdn0.fahasa.com/media/flashmagazine/images/page_images/the_absolutely_true_diary_of_a_part_time_indian/2022_10_17_09_03_48_4-390x510.jpg
BK057,6,https://cdn0.fahasa.com/media/flashmagazine/images/page_images/the_absolutely_true_diary_of_a_part_time_indian/2022_10_17_09_03_48_5-390x510.jpg
BK057,7,https://cdn0.fahasa.com/media/flashmagazine/images/page_images/the_absolutely_true_diary_of_a_part_time_indian/2022_10_17_09_03_48_6-390x510.jpg
BK057,8,https://cdn0.fahasa.com/media/flashmagazine/images/page_images/the_absolutely_true_diary_of_a_part_time_indian/2022_10_17_09_03_48_7-390x510.jpg
BK057,9,https://cdn0.fahasa.com/media/flashmagazine/images/page_images/the_absolutely_true_diary_of_a_part_time_indian/2022_10_17_09_03_48_8-390x510.jpg
BK057,10,https://cdn0.fahasa.com/media/flashmagazine/images/page_images/the_absolutely_true_diary_of_a_part_time_indian/2022_10_17_09_03_48_9-390x510.jpg
