,BOOK_ID,IMAGE_ID,BOOK_PATH
46,BK040,4,https://cdn0.fahasa.com/media/flashmagazine/images/page_images/charlie_and_the_great_glass_elevator/2023_09_27_16_14_05_3-390x510.jpg
47,BK040,5,https://cdn0.fahasa.com/media/flashmagazine/images/page_images/charlie_and_the_great_glass_elevator/2023_09_27_16_14_05_4-390x510.jpg
48,BK040,6,https://cdn0.fahasa.com/media/flashmagazine/images/page_images/charlie_and_the_great_glass_elevator/2023_09_27_16_14_05_5-390x510.jpg
49,BK041,1,https://cdn0.fahasa.com/media/catalog/product/9/7/9780141339665_3.jpg
50,BK041,2,https://cdn0.fahasa.com/media/catalog/product/9/7/9780141339665_3.jpg
51,BK041,3,https://cdn0.fahasa.com/skin/frontend/ma_vanese/fahasa/images/play-white.png
52,BK041,4,https://cdn0.fahasa.com/skin/frontend/ma_vanese/fahasa/images/play-orange.png
53,BK041,5,https://cdn0.fahasa.com/media/catalog/product/d/i/diary_of_a_wimpy_kid_do_it_yourself_1_2023_03_30_10_46_18.jpg
54,BK041,6,https://cdn0.fahasa.com/media/catalog/product/d/i/diary_of_a_wimpy_kid_do_it_yourself_2_2023_03_30_10_46_18.jpg
55,BK041,7,https://cdn0.fahasa.com/media/catalog/product/d/i/diary_of_a_wimpy_kid_do_it_yourself_3_2023_03_30_10_46_18.jpg
56,BK041,8,https://cdn0.fahasa.com/media/catalog/product/d/i/diary_of_a_wimpy_kid_do_it_yourself_4_2023_03_30_10_46_18.jpg
57,BK042,1,https://cdn0.fahasa.com/media/catalog/product/i/m/image_195509_1_22919.jpg
58,BK042,2,https://cdn0.fahasa.com/media/catalog/product/i/m/image_195509_1_22919.jpg
59,BK042,3,https://cdn0.fahasa.com/skin/frontend/ma_vanese/fahasa/images/play-white.png
60,BK042,4,https://cdn0.fahasa.com/skin/frontend/ma_vanese/fahasa/images/play-orange.png
61,BK042,5,https://cdn0.fahasa.com/media/catalog/product/9/7/9780141331973_2.jpg
62,BK042,6,https://cdn0.fahasa.com/media/catalog/product/9/7/9780141331973-1.jpg
63,BK043,1,https://cdn0.fahasa.com/media/catalog/product/8/1/819b952mvdl._ac_uf1000_1000_ql80_.jpg
64,BK043,2,https://cdn0.fahasa.com/media/catalog/product/8/1/819b952mvdl._ac_uf1000_1000_ql80__1.jpg
65,BK043,3,https://cdn0.fahasa.com/media/catalog/product/t/h/the_little_prince_2_2019_03_07_16_04_03.png
66,BK043,4,https://cdn0.fahasa.com/media/catalog/product/t/h/the_little_prince_3_2019_03_07_16_04_03.png
67,BK043,5,https://cdn0.fahasa.com/media/catalog/product/t/h/the_little_prince_4_2019_03_07_16_04_03.png
68,BK043,6,https://cdn0.fahasa.com/media/catalog/product/t/h/the_little_prince_5_2019_03_07_16_04_03.png
69,BK043,7,https://cdn0.fahasa.com/media/catalog/product/t/h/the_little_prince_6_2019_03_07_16_04_03.png
70,BK043,8,https://cdn0.fahasa.com/media/catalog/product/t/h/the_little_prince_7_2019_03_07_16_04_03.png
71,BK044,1,https://cdn0.fahasa.com/media/catalog/product/i/m/image_92546.jpg
72,BK044,2,https://cdn0.fahasa.com/media/flashmagazine/images/page_images/alices_adventures_in_wonderland/2020_05_05_13_57_48_2-390x510.png
73,BK044,3,https://cdn0.fahasa.com/media/flashmagazine/images/page_images/alices_adventures_in_wonderland/2020_05_05_13_57_48_3-390x510.png
74,BK044,4,https://cdn0.fahasa.com/media/flashmagazine/images/page_images/alices_adventures_in_wonderland/2020_05_05_13_57_48_4-390x510.png
75,BK044,5,https://cdn0.fahasa.com/media/flashmagazine/images/page_images/alices_adventures_in_wonderland/2020_05_05_13_57_48_5-390x510.png
76,BK044,6,https://cdn0.fahasa.com/media/flashmagazine/images/page_images/alices_adventures_in_wonderland/2020_05_05_13_57_48_6-390x510.png
77,BK044,7,https://cdn0.fahasa.com/media/flashmagazine/images/page_images/alices_adventures_in_wonderland/2020_05_05_13_57_48_7-390x510.png
78,BK045,1,https://cdn0.fahasa.com/media/catalog/product/9/7/9780553577129.jpg
79,BK046,1,https://cdn0.fahasa.com/media/catalog/product/9/7/9781408855683_2.jpg
80,BK046,2,https://cdn0.fahasa.com/media/catalog/product/h/a/harry_potter_and_the_goblet_of_fire_2014_1_2018_11_20_07_17_24.jpg
81,BK046,3,https://cdn0.fahasa.com/media/catalog/product/h/a/harry_potter_and_the_goblet_of_fire_2014_2_2018_11_20_07_17_24.png
82,BK046,4,https://cdn0.fahasa.com/media/catalog/product/h/a/harry_potter_and_the_goblet_of_fire_2014_3_2018_11_20_07_17_24.png
83,BK046,5,https://cdn0.fahasa.com/media/catalog/product/h/a/harry_potter_and_the_goblet_of_fire_2014_4_2018_11_20_07_17_24.png
84,BK046,6,https://cdn0.fahasa.com/media/catalog/product/h/a/harry_potter_and_the_goblet_of_fire_2014_5_2018_11_20_07_17_24.png
85,BK046,7,https://cdn0.fahasa.com/media/catalog/product/h/a/harry_potter_and_the_goblet_of_fire_2014_6_2018_11_20_07_17_24.png
86,BK046,8,https://cdn0.fahasa.com/media/catalog/product/h/a/harry_potter_and_the_goblet_of_fire_2014_7_2018_11_20_07_17_24.png
87,BK046,9,https://cdn0.fahasa.com/media/catalog/product/h/a/harry_potter_and_the_goblet_of_fire_2014_8_2018_11_20_07_17_24.png
88,BK046,10,https://cdn0.fahasa.com/media/catalog/product/h/a/harry_potter_and_the_goblet_of_fire_2014_9_2018_11_20_07_17_24.png
89,BK046,11,https://cdn0.fahasa.com/media/catalog/product/h/a/harry_potter_and_the_goblet_of_fire_2014_10_2018_11_20_07_17_24.png
90,BK047,1,https://cdn0.fahasa.com/media/catalog/product/i/m/image_239108.jpg
91,BK047,2,https://cdn0.fahasa.com/media/flashmagazine/images/page_images/harry_potter_and_the_order_of_the_phoenix___ravenclaw_edition/2022_04_20_15_11_01_1-390x510.jpg
92,BK047,3,https://cdn0.fahasa.com/media/flashmagazine/images/page_images/harry_potter_and_the_order_of_the_phoenix___ravenclaw_edition/2022_04_20_15_11_01_2-390x510.jpg
93,BK047,4,https://cdn0.fahasa.com/media/flashmagazine/images/page_images/harry_potter_and_the_order_of_the_phoenix___ravenclaw_edition/2022_04_20_15_11_01_3-390x510.jpg
94,BK047,5,https://cdn0.fahasa.com/media/flashmagazine/images/page_images/harry_potter_and_the_order_of_the_phoenix___ravenclaw_edition/2022_04_20_15_11_01_4-390x510.jpg
95,BK047,6,https://cdn0.fahasa.com/media/flashmagazine/images/page_images/harry_potter_and_the_order_of_the_phoenix___ravenclaw_edition/2022_04_20_15_11_01_5-390x510.jpg
96,BK048,1,https://cdn0.fahasa.com/media/catalog/product/9/7/9781909263789.jpg
97,BK048,2,https://cdn0.fahasa.com/media/catalog/product/h/i/hildafolk_1_hilda_and_the_troll_1_2022_08_25_13_40_16.jpg
98,BK048,3,https://cdn0.fahasa.com/media/catalog/product/h/i/hildafolk_1_hilda_and_the_troll_2_2022_08_25_13_40_16.jpg
99,BK048,4,https://cdn0.fahasa.com/media/catalog/product/h/i/hildafolk_1_hilda_and_the_troll_3_2022_08_25_13_40_16.jpg
100,BK048,5,https://cdn0.fahasa.com/media/catalog/product/h/i/hildafolk_1_hilda_and_the_troll_4_2022_08_25_13_40_16.jpg
101,BK048,6,https://cdn0.fahasa.com/media/flashmagazine/images/page_images/hildafolk_1_hilda_and_the_troll/2022_08_25_13_40_16_1-390x510.jpg
102,BK048,7,https://cdn0.fahasa.com/media/flashmagazine/images/page_images/hildafolk_1_hilda_and_the_troll/2022_08_25_13_40_16_2-390x510.jpg
103,BK048,8,https://cdn0.fahasa.com/media/flashmagazine/images/page_images/hildafolk_1_hilda_and_the_troll/2022_08_25_13_40_16_3-390x510.jpg
104,BK048,9,https://cdn0.fahasa.com/media/flashmagazine/images/page_images/hildafolk_1_hilda_and_the_troll/2022_08_25_13_40_16_4-390x510.jpg
105,BK048,10,https://cdn0.fahasa.com/media/flashmagazine/images/page_images/hildafolk_1_hilda_and_the_troll/2022_08_25_13_40_16_5-390x510.jpg
106,BK048,11,https://cdn0.fahasa.com/media/flashmagazine/images/page_images/hildafolk_1_hilda_and_the_troll/2022_08_25_13_40_16_6-390x510.jpg
107,BK048,12,https://cdn0.fahasa.com/media/flashmagazine/images/page_images/hildafolk_1_hilda_and_the_troll/2022_08_25_13_40_16_7-390x510.jpg
108,BK048,13,https://cdn0.fahasa.com/media/flashmagazine/images/page_images/hildafolk_1_hilda_and_the_troll/2022_08_25_13_40_16_8-390x510.jpg
109,BK048,14,https://cdn0.fahasa.com/media/flashmagazine/images/page_images/hildafolk_1_hilda_and_the_troll/2022_08_25_13_40_16_9-390x510.jpg
110,BK048,15,https://cdn0.fahasa.com/media/flashmagazine/images/page_images/hildafolk_1_hilda_and_the_troll/2022_08_25_13_40_16_10-390x510.jpg
111,BK049,1,https://cdn0.fahasa.com/media/catalog/product/9/7/9780063227842.jpg
112,BK049,2,https://cdn0.fahasa.com/media/catalog/product/t/h/the_cat_who_saved_books_1_2022_08_18_16_10_13.jpg
113,BK049,3,https://cdn0.fahasa.com/media/flashmagazine/images/page_images/the_cat_who_saved_books/2022_08_18_16_10_13_1-390x510.jpg
114,BK049,4,https://cdn0.fahasa.com/media/flashmagazine/images/page_images/the_cat_who_saved_books/2022_08_18_16_10_13_2-390x510.jpg
115,BK049,5,https://cdn0.fahasa.com/media/flashmagazine/images/page_images/the_cat_who_saved_books/2022_08_18_16_10_13_3-390x510.jpg
116,BK049,6,https://cdn0.fahasa.com/media/flashmagazine/images/page_images/the_cat_who_saved_books/2022_08_18_16_10_13_4-390x510.jpg
117,BK049,7,https://cdn0.fahasa.com/media/flashmagazine/images/page_images/the_cat_who_saved_books/2022_08_18_16_10_13_5-390x510.jpg
118,BK050,1,https://cdn0.fahasa.com/media/catalog/product/9/7/9780241558331.jpg
119,BK050,2,https://cdn0.fahasa.com/media/flashmagazine/images/page_images/james_and_the_giant_peach/2023_09_21_16_57_07_1-390x510.jpg
120,BK050,3,https://cdn0.fahasa.com/media/flashmagazine/images/page_images/james_and_the_giant_peach/2023_09_21_16_57_07_2-390x510.jpg
121,BK050,4,https://cdn0.fahasa.com/media/flashmagazine/images/page_images/james_and_the_giant_peach/2023_09_21_16_57_07_3-390x510.png
122,BK050,5,https://cdn0.fahasa.com/media/flashmagazine/images/page_images/james_and_the_giant_peach/2023_09_21_16_57_07_4-390x510.png
123,BK050,6,https://cdn0.fahasa.com/media/flashmagazine/images/page_images/james_and_the_giant_peach/2023_09_21_16_57_07_5-390x510.png
124,BK050,7,https://cdn0.fahasa.com/media/flashmagazine/images/page_images/james_and_the_giant_peach/2023_09_21_16_57_07_6-390x510.jpg
125,BK050,8,https://cdn0.fahasa.com/media/flashmagazine/images/page_images/james_and_the_giant_peach/2023_09_21_16_57_07_7-390x510.jpg
126,BK050,9,https://cdn0.fahasa.com/media/flashmagazine/images/page_images/james_and_the_giant_peach/2023_09_21_16_57_07_8-390x510.png
127,BK050,10,https://cdn0.fahasa.com/media/flashmagazine/images/page_images/james_and_the_giant_peach/2023_09_21_16_57_07_9-390x510.jpg
128,BK050,11,https://cdn0.fahasa.com/media/flashmagazine/images/page_images/james_and_the_giant_peach/2023_09_21_16_57_07_10-390x510.png
129,BK051,1,https://cdn0.fahasa.com/media/catalog/product/h/a/harry_potter_and_the_goblet_of_fire_1_2019_04_24_10_13_48.jpg
130,BK051,2,https://cdn0.fahasa.com/media/catalog/product/h/a/harry_potter_and_the_goblet_of_fire_2_2019_04_24_10_13_48.png
131,BK051,3,https://cdn0.fahasa.com/media/catalog/product/h/a/harry_potter_and_the_goblet_of_fire_3_2019_04_24_10_13_48.png
132,BK051,4,https://cdn0.fahasa.com/media/catalog/product/h/a/harry_potter_and_the_goblet_of_fire_4_2019_04_24_10_13_48.png
133,BK051,5,https://cdn0.fahasa.com/media/catalog/product/h/a/harry_potter_and_the_goblet_of_fire_5_2019_04_24_10_13_48.png
134,BK051,6,https://cdn0.fahasa.com/media/catalog/product/h/a/harry_potter_and_the_goblet_of_fire_6_2019_04_24_10_13_48.png
135,BK051,7,https://cdn0.fahasa.com/media/catalog/product/h/a/harry_potter_and_the_goblet_of_fire_7_2019_04_24_10_13_48.png
136,BK051,8,https://cdn0.fahasa.com/media/catalog/product/h/a/harry_potter_and_the_goblet_of_fire_8_2019_04_24_10_13_48.png
137,BK051,9,https://cdn0.fahasa.com/media/catalog/product/h/a/harry_potter_and_the_goblet_of_fire_9_2019_04_24_10_13_48.png
138,BK051,10,https://cdn0.fahasa.com/media/catalog/product/h/a/harry_potter_and_the_goblet_of_fire_10_2019_04_24_10_13_48.png
139,BK052,1,https://cdn0.fahasa.com/media/catalog/product/i/m/image_195509_1_40420.jpg
140,BK052,2,https://cdn0.fahasa.com/media/flashmagazine/images/page_images/the_giggling_tree_hatchimals/2020_06_20_11_47_49_1-390x510.jpg
141,BK052,3,https://cdn0.fahasa.com/media/flashmagazine/images/page_images/the_giggling_tree_hatchimals/2020_06_20_11_47_49_2-390x510.jpg
142,BK052,4,https://cdn0.fahasa.com/media/flashmagazine/images/page_images/the_giggling_tree_hatchimals/2020_06_20_11_47_49_3-390x510.jpg
143,BK052,5,https://cdn0.fahasa.com/media/flashmagazine/images/page_images/the_giggling_tree_hatchimals/2020_06_20_11_47_49_4-390x510.jpg
144,BK052,6,https://cdn0.fahasa.com/media/flashmagazine/images/page_images/the_giggling_tree_hatchimals/2020_06_20_11_47_49_5-390x510.jpg
145,BK052,7,https://cdn0.fahasa.com/media/flashmagazine/images/page_images/the_giggling_tree_hatchimals/2020_06_20_11_47_49_6-390x510.jpg
146,BK052,8,https://cdn0.fahasa.com/media/flashmagazine/images/page_images/the_giggling_tree_hatchimals/2020_06_20_11_47_49_7-390x510.jpg
147,BK052,9,https://cdn0.fahasa.com/media/flashmagazine/images/page_images/the_giggling_tree_hatchimals/2020_06_20_11_47_49_8-390x510.jpg
148,BK052,10,https://cdn0.fahasa.com/media/flashmagazine/images/page_images/the_giggling_tree_hatchimals/2020_06_20_11_47_49_9-390x510.jpg
149,BK052,11,https://cdn0.fahasa.com/media/flashmagazine/images/page_images/the_giggling_tree_hatchimals/2020_06_20_11_47_49_10-390x510.jpg
150,BK052,12,https://cdn0.fahasa.com/media/flashmagazine/images/page_images/the_giggling_tree_hatchimals/2020_06_20_11_47_49_11-390x510.jpg
151,BK053,1,https://cdn0.fahasa.com/media/catalog/product/i/m/image_221647.jpg
152,BK053,2,https://cdn0.fahasa.com/media/flashmagazine/images/page_images/disney_frozen_2_forest_of_shadows/2022_09_27_16_48_31_1-390x510.jpg
153,BK053,3,https://cdn0.fahasa.com/media/flashmagazine/images/page_images/disney_frozen_2_forest_of_shadows/2022_09_27_16_48_31_2-390x510.jpg
154,BK053,4,https://cdn0.fahasa.com/media/flashmagazine/images/page_images/disney_frozen_2_forest_of_shadows/2022_09_27_16_48_31_3-390x510.jpg
155,BK053,5,https://cdn0.fahasa.com/media/flashmagazine/images/page_images/disney_frozen_2_forest_of_shadows/2022_09_27_16_48_31_4-390x510.jpg
156,BK053,6,https://cdn0.fahasa.com/media/flashmagazine/images/page_images/disney_frozen_2_forest_of_shadows/2022_09_27_16_48_31_5-390x510.jpg
157,BK053,7,https://cdn0.fahasa.com/media/flashmagazine/images/page_images/disney_frozen_2_forest_of_shadows/2022_09_27_16_48_31_6-390x510.jpg
158,BK054,1,https://cdn0.fahasa.com/media/catalog/product/9/7/9781839030680.jpg
159,BK054,2,https://cdn0.fahasa.com/media/flashmagazine/images/page_images/disney_frozen_let_it_go_twisted_tales/2023_03_13_09_49_58_1-390x510.jpg
160,BK054,3,https://cdn0.fahasa.com/media/flashmagazine/images/page_images/disney_frozen_let_it_go_twisted_tales/2023_03_13_09_49_58_2-390x510.jpg
161,BK054,4,https://cdn0.fahasa.com/media/flashmagazine/images/page_images/disney_frozen_let_it_go_twisted_tales/2023_03_13_09_49_58_3-390x510.jpg
162,BK054,5,https://cdn0.fahasa.com/media/flashmagazine/images/page_images/disney_frozen_let_it_go_twisted_tales/2023_03_13_09_49_58_4-390x510.jpg
163,BK054,6,https://cdn0.fahasa.com/media/flashmagazine/images/page_images/disney_frozen_let_it_go_twisted_tales/2023_03_13_09_49_58_5-390x510.jpg
164,BK054,7,https://cdn0.fahasa.com/media/flashmagazine/images/page_images/disney_frozen_let_it_go_twisted_tales/2023_03_13_09_49_58_6-390x510.jpg
165,BK055,1,https://cdn0.fahasa.com/media/catalog/product/9/7/9780385386173_1.jpg
166,BK055,2,https://cdn0.fahasa.com/media/catalog/product/9/7/9780385386173-1.jpg
167,BK055,3,https://cdn0.fahasa.com/media/catalog/product/9/7/9780385386173-2.jpg
168,BK055,4,https://cdn0.fahasa.com/media/catalog/product/9/7/9780385386173-4.jpg
169,BK055,5,https://cdn0.fahasa.com/media/catalog/product/9/7/9780385386173-3.jpg
170,BK055,6,https://cdn0.fahasa.com/media/catalog/product/9/7/9780385386173-5.jpg
171,BK056,1,https://cdn0.fahasa.com/media/catalog/product/9/7/9780241558348.jpg
172,BK056,2,https://cdn0.fahasa.com/media/flashmagazine/images/page_images/the_bfg/2023_09_27_16_14_05_1-390x510.jpg
173,BK056,3,https://cdn0.fahasa.com/media/flashmagazine/images/page_images/the_bfg/2023_09_27_16_14_05_2-390x510.jpg
174,BK056,4,https://cdn0.fahasa.com/media/flashmagazine/images/page_images/the_bfg/2023_09_27_16_14_05_3-390x510.jpg
175,BK056,5,https://cdn0.fahasa.com/media/flashmagazine/images/page_images/the_bfg/2023_09_27_16_14_05_4-390x510.jpg
176,BK056,6,https://cdn0.fahasa.com/media/flashmagazine/images/page_images/the_bfg/2023_09_27_16_14_05_5-390x510.jpg
177,BK056,7,https://cdn0.fahasa.com/media/flashmagazine/images/page_images/the_bfg/2023_09_27_16_14_05_6-390x510.jpg
178,BK057,1,https://cdn0.fahasa.com/media/catalog/product/9/7/9780316013697_11.jpg
179,BK057,2,https://cdn0.fahasa.com/media/flashmagazine/images/page_images/the_absolutely_true_diary_of_a_part_time_indian/2022_10_17_09_03_48_1-390x510.jpg
180,BK057,3,https://cdn0.fahasa.com/media/flashmagazine/images/page_images/the_absolutely_true_diary_of_a_part_time_indian/2022_10_17_09_03_48_2-390x510.jpg
181,BK057,4,https://cdn0.fahasa.com/media/flashmagazine/images/page_images/the_absolutely_true_diary_of_a_part_time_indian/2022_10_17_09_03_48_3-390x510.jpg
182,BK057,5,https://cdn0.fahasa.com/media/flashmagazine/images/page_images/the_absolutely_true_diary_of_a_part_time_indian/2022_10_17_09_03_48_4-390x510.jpg
183,BK057,6,https://cdn0.fahasa.com/media/flashmagazine/images/page_images/the_absolutely_true_diary_of_a_part_time_indian/2022_10_17_09_03_48_5-390x510.jpg
184,BK057,7,https://cdn0.fahasa.com/media/flashmagazine/images/page_images/the_absolutely_true_diary_of_a_part_time_indian/2022_10_17_09_03_48_6-390x510.jpg
185,BK057,8,https://cdn0.fahasa.com/media/flashmagazine/images/page_images/the_absolutely_true_diary_of_a_part_time_indian/2022_10_17_09_03_48_7-390x510.jpg
186,BK057,9,https://cdn0.fahasa.com/media/flashmagazine/images/page_images/the_absolutely_true_diary_of_a_part_time_indian/2022_10_17_09_03_48_8-390x510.jpg
187,BK057,10,https://cdn0.fahasa.com/media/flashmagazine/images/page_images/the_absolutely_true_diary_of_a_part_time_indian/2022_10_17_09_03_48_9-390x510.jpg
188,BK057,11,https://cdn0.fahasa.com/media/flashmagazine/images/page_images/the_absolutely_true_diary_of_a_part_time_indian/2022_10_17_09_03_48_10-390x510.jpg
189,BK057,12,https://cdn0.fahasa.com/media/flashmagazine/images/page_images/the_absolutely_true_diary_of_a_part_time_indian/2022_10_17_09_03_48_11-390x510.jpg
190,BK057,13,https://cdn0.fahasa.com/media/flashmagazine/images/page_images/the_absolutely_true_diary_of_a_part_time_indian/2022_10_17_09_03_48_12-390x510.jpg
191,BK058,1,https://cdn0.fahasa.com/media/catalog/product/9/7/9780141340821_3.jpg
192,BK058,2,https://cdn0.fahasa.com/media/catalog/product/9/7/9780141340821_3.jpg
193,BK058,3,https://cdn0.fahasa.com/skin/frontend/ma_vanese/fahasa/images/play-white.png
194,BK058,4,https://cdn0.fahasa.com/skin/frontend/ma_vanese/fahasa/images/play-orange.png
195,BK058,5,https://cdn0.fahasa.com/media/flashmagazine/images/page_images/diary_of_a_wimpy_kid_book_5_the_ugly_truth/2022_11_09_14_13_54_1-390x510.jpg
196,BK058,6,https://cdn0.fahasa.com/media/flashmagazine/images/page_images/diary_of_a_wimpy_kid_book_5_the_ugly_truth/2022_11_09_14_13_54_2-390x510.png
197,BK058,7,https://cdn0.fahasa.com/media/flashmagazine/images/page_images/diary_of_a_wimpy_kid_book_5_the_ugly_truth/2022_11_09_14_13_54_3-390x510.png
198,BK058,8,https://cdn0.fahasa.com/media/flashmagazine/images/page_images/diary_of_a_wimpy_kid_book_5_the_ugly_truth/2022_11_09_14_13_54_4-390x510.png
199,BK058,9,https://cdn0.fahasa.com/media/flashmagazine/images/page_images/diary_of_a_wimpy_kid_book_5_the_ugly_truth/2022_11_09_14_13_54_5-390x510.png
200,BK058,10,https://cdn0.fahasa.com/media/flashmagazine/images/page_images/diary_of_a_wimpy_kid_book_5_the_ugly_truth/2022_11_09_14_13_54_6-390x510.png
201,BK058,11,https://cdn0.fahasa.com/media/flashmagazine/images/page_images/diary_of_a_wimpy_kid_book_5_the_ugly_truth/2022_11_09_14_13_54_7-390x510.png
202,BK058,12,https://cdn0.fahasa.com/media/flashmagazine/images/page_images/diary_of_a_wimpy_kid_book_5_the_ugly_truth/2022_11_09_14_13_54_8-390x510.png
